game_id,game_date,game_time,home_team_name,away_team_name,home_score,away_score,player_id,player_name,pts,ast,reb
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P011064,"MANNION, NICCOLO",0,0,0
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P011064,"MANNION, NICCOLO",0,0,0
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P011064,"MANNION, NICCOLO",0,0,0
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P009622,"BROWN, LORENZO",12,7,1
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P009622,"BROWN, LORENZO",12,7,1
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P009622,"BROWN, LORENZO",12,7,1
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P009622,"BROWN, LORENZO",12,7,1
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P009622,"BROWN, LORENZO",12,7,1
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P009622,"BROWN, LORENZO",12,7,1
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P012593,"ELLIS, QUINN",2,2,3
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P007056,"BOOKER, DEVIN",15,2,8
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P007056,"BOOKER, DEVIN",15,2,8
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P007056,"BOOKER, DEVIN",15,2,8
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P007056,"BOOKER, DEVIN",15,2,8
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P008985,"BOLMARO, LEANDRO",8,0,1
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P008985,"BOLMARO, LEANDRO",8,0,1
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P008985,"BOLMARO, LEANDRO",8,0,1
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P013384,"BROOKS, ARMONI",9,1,8
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P008987,"LEDAY, ZACH",10,1,4
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P008987,"LEDAY, ZACH",10,1,4
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P008987,"LEDAY, ZACH",10,1,4
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P008987,"LEDAY, ZACH",10,1,4
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P001518,"RICCI, GIAMPAOLO",0,0,4
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P004004,"GUDURIC, MARKO",10,2,2
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P004004,"GUDURIC, MARKO",10,2,2
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P004004,"GUDURIC, MARKO",10,2,2
E2025_023,2025-10-09,20:30:00,EA7 EMPORIO ARMANI MILAN,AS MONACO,79.0,82.0,P013385,"DIOP, OUSMANE",0,0,0
