game_id,game_date,game_time,home_team_name,away_team_name,home_score,away_score,player_id,player_name,pts,ast,reb
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P011244,"DA SILVA, OSCAR",12,1,7
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P011244,"DA SILVA, OSCAR",12,1,7
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P011244,"DA SILVA, OSCAR",12,1,7
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P013378,"RATHAN-MAYES, XAVIER",6,3,2
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P013378,"RATHAN-MAYES, XAVIER",6,3,2
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P001557,"GIFFEY, NIELS",8,0,0
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P001557,"GIFFEY, NIELS",8,0,0
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P001557,"GIFFEY, NIELS",8,0,0
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P004512,"KRATZER, LEON",0,1,1
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P004512,"KRATZER, LEON",0,1,1
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P004512,"KRATZER, LEON",0,1,1
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P013290,"JESSUP, JUSTINIAN",3,0,3
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P001288,"LUCIC, VLADIMIR",7,2,6
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P001288,"LUCIC, VLADIMIR",7,2,6
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P001288,"LUCIC, VLADIMIR",7,2,6
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P004508,"OBST, ANDREAS",15,1,1
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P004863,"JOVIC, STEFAN",5,4,2
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P004863,"JOVIC, STEFAN",5,4,2
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P004863,"JOVIC, STEFAN",5,4,2
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P004863,"JOVIC, STEFAN",5,4,2
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P004863,"JOVIC, STEFAN",5,4,2
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P009513,"HOLLATZ, JUSTUS",0,1,1
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P009513,"HOLLATZ, JUSTUS",0,1,1
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P011836,"MIKE, ISIAHA",10,1,3
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P011836,"MIKE, ISIAHA",10,1,3
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P013383,"GABRIEL, WENYEN",5,2,6
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P013383,"GABRIEL, WENYEN",5,2,6
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P013383,"GABRIEL, WENYEN",5,2,6
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P012597,"BALDWIN, KAMAR",0,1,0
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P012597,"BALDWIN, KAMAR",0,1,0
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,MUN,,71,17,33
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P008855,"WALKUP, THOMAS",7,8,3
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P008855,"WALKUP, THOMAS",7,8,3
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P006591,"NTILIKINA, FRANK",4,2,0
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P006591,"NTILIKINA, FRANK",4,2,0
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P006591,"NTILIKINA, FRANK",4,2,0
E2025_058,2025-10-24,20:45:00,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,71.0,96.0,P012610,"WARD, TYSON",9,1,4
