game_id,game_date,game_time,home_team_name,away_team_name,home_score,away_score,player_id,player_name,pts,ast,reb
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P006591,"NTILIKINA, FRANK",9,2,1
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P006591,"NTILIKINA, FRANK",9,2,1
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P006591,"NTILIKINA, FRANK",9,2,1
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P012610,"WARD, TYSON",13,7,5
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P012610,"WARD, TYSON",13,7,5
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P010392,"LARENTZAKIS, GIANNOULIS",0,0,0
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P013389,"LEE, SABEN",0,1,0
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P013389,"LEE, SABEN",0,1,0
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P003469,"VEZENKOV, SASHA",12,1,7
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P003469,"VEZENKOV, SASHA",12,1,7
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P001255,"PAPANIKOLAOU, KOSTAS",4,1,3
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P001255,"PAPANIKOLAOU, KOSTAS",4,1,3
E2025_034,2025-10-14,20:15:00,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,78.0,82.0,P014122,"NETZIPOGLOU, OMIROS",0,0,0
