game_id,game,round,phase,season_code,team_id_a,team_id_b,fast_break_points_a,fast_break_points_b,turnover_points_a,turnover_points_b,second_chance_points_a,second_chance_points_b,defensive_rebounds_a,offensive_rebounds_b,offensive_rebounds_a,defensive_rebounds_b,turnovers_starters_a,turnovers_bench_a,turnovers_starters_b,turnovers_bench_b,steals_starters_a,steals_bench_a,steals_starters_b,steals_bench_b,assists_starters_a,assists_bench_a,assists_starters_b,assists_bench_b,points_starters_a,points_bench_a,points_starters_b,points_bench_b,max_a,minute_prev_a,prev_a,minute_str_a,str_a,max_b,minute_prev_b,prev_b,minute_str_b,str_b,max_lead_a,max_lead_b,minute_max_lead_a,minute_max_lead_b,points_max_lead_a,points_max_lead_b
E2010_056,CHO-ULK,5,REGULAR SEASON,E2010,CHO,ULK,0,0,0,0,0,0,22,15,15,25,8,2,8,4,2,1,3,2,5,9,10,5,65,17,39,39,10,12,25-30,14,35-30,7,30,60-49,32,60-56,12,6,23,10,50-38,18-24
E2010_057,LIE-CIB,5,REGULAR SEASON,E2010,LIE,CIB,0,0,0,0,0,0,30,6,11,15,8,9,8,5,4,1,6,2,14,7,8,1,59,31,43,19,12,30,61-38,33,73-38,6,36,83-49,38,83-55,37,2,35,2,79-42,0-2
E2010_058,LJU-PAM,5,REGULAR SEASON,E2010,LJU,PAM,0,0,0,0,0,0,26,6,11,21,10,10,9,11,9,3,6,5,6,5,5,4,40,32,50,18,9,10,11-21,13,20-21,11,6,11-10,10,11-21,9,10,35,10,63-54,11-21
E2010_059,IST-CSK,5,REGULAR SEASON,E2010,IST,CSK,0,0,0,0,0,0,26,10,8,16,12,4,11,4,4,5,4,3,12,9,9,3,45,41,49,23,12,10,23-16,13,35-16,16,27,63-48,31,63-64,19,0,13,0,35-16,
E2010_060,MIL-PAN,5,REGULAR SEASON,E2010,MIL,PAN,0,0,0,0,0,0,11,11,12,27,3,4,10,11,7,4,3,1,11,1,4,3,57,14,44,37,7,31,57-67,33,64-67,9,11,26-27,14,26-36,0,13,0,22,,38-51
E2010_061,SOP-KHI,6,REGULAR SEASON,E2010,SOP,KHI,0,0,0,0,0,0,25,6,10,26,8,3,7,5,1,4,2,0,1,9,9,6,36,35,45,22,10,31,48-50,34,58-50,9,18,32-27,20,32-36,8,6,34,9,58-50,6-12
E2010_062,TEL-BAS,6,REGULAR SEASON,E2010,TEL,BAS,0,0,0,0,0,0,27,13,13,25,8,2,11,2,7,2,7,0,16,1,4,5,60,21,58,12,6,5,11-11,7,17-11,8,12,27-19,14,27-27,12,2,38,1,75-63,0-2
E2010_063,PAR-ZAL,6,REGULAR SEASON,E2010,PAR,ZAL,0,0,0,0,0,0,26,6,7,27,9,5,5,9,4,6,6,1,7,9,6,5,32,36,26,36,9,20,41-29,24,50-29,9,24,52-31,29,52-40,21,0,24,0,52-31,
E2010_064,MAD-OLY,6,REGULAR SEASON,E2010,MAD,OLY,0,0,0,0,0,0,26,16,11,24,6,5,8,7,5,1,1,2,12,4,5,5,65,17,46,22,7,6,8-6,7,15-6,4,10,24-12,11,24-16,16,0,40,0,82-66,
E2010_065,CHA-MAL,6,REGULAR SEASON,E2010,CHA,MAL,0,0,0,0,0,0,22,8,6,29,4,3,9,6,6,3,0,3,10,8,12,2,60,19,39,35,9,33,62-66,37,71-66,7,20,41-33,22,41-40,9,4,5,33,11-2,62-66
E2010_066,BAM-ROM,6,REGULAR SEASON,E2010,BAM,ROM,0,0,0,0,0,0,27,10,11,25,14,3,10,3,2,1,6,4,9,4,3,4,43,24,42,26,7,15,18-26,17,25-26,12,4,4-5,8,4-17,3,13,34,8,58-55,4-17
E2010_067,CIB-BAR,6,REGULAR SEASON,E2010,CIB,BAR,0,0,0,0,0,0,20,7,6,21,12,5,7,2,4,1,9,1,7,1,11,10,59,16,65,29,6,16,21-36,16,27-36,7,9,13-21,13,13-28,0,21,0,39,,73-94
E2010_068,LIE-ULK,6,REGULAR SEASON,E2010,LIE,ULK,0,0,0,0,0,0,22,12,10,21,6,6,4,2,1,0,5,2,8,12,7,6,41,34,40,41,11,11,16-23,14,27-23,7,14,27-23,15,27-30,4,18,14,31,27-23,50-68
E2010_069,CHO-SIE,6,REGULAR SEASON,E2010,CHO,SIE,0,0,0,0,0,0,23,7,20,20,12,6,6,5,2,1,3,5,9,6,9,3,52,9,32,38,5,3,3-6,6,8-6,6,25,45-39,28,45-45,7,9,14,39,26-19,60-69
E2010_070,PAN-PAM,6,REGULAR SEASON,E2010,PAN,PAM,0,0,0,0,0,0,23,11,8,26,11,5,9,9,7,2,8,3,6,3,11,1,53,16,31,42,7,26,50-48,30,57-48,7,30,57-48,33,57-55,9,4,30,40,57-48,69-73
E2010_071,MIL-CSK,6,REGULAR SEASON,E2010,MIL,CSK,0,0,0,0,0,0,26,7,10,25,6,8,9,9,2,2,3,0,7,2,6,4,45,26,36,29,13,14,15-23,18,28-23,9,5,5-7,8,5-16,6,11,25,8,39-33,5-16
E2010_072,IST-LJU,6,REGULAR SEASON,E2010,IST,LJU,0,0,0,0,0,0,26,4,11,23,7,5,5,5,0,6,2,3,7,12,17,0,40,44,59,19,6,29,46-54,30,52-54,9,19,36-32,24,36-41,10,8,38,29,78-68,46-54
E2010_073,KHI-PAR,7,REGULAR SEASON,E2010,KHI,PAR,0,0,0,0,0,0,26,11,10,17,8,2,8,11,8,3,2,4,8,2,3,6,59,33,28,37,9,8,17-13,10,26-13,5,2,5-0,2,5-5,27,0,40,0,92-65,
E2010_074,ZAL-TEL,7,REGULAR SEASON,E2010,ZAL,TEL,0,0,0,0,0,0,29,12,5,15,11,17,7,4,3,3,9,5,7,8,13,2,42,26,66,5,8,28,44-50,29,52-50,9,5,14-7,8,14-16,8,6,36,22,62-54,36-42
E2010_075,BAS-SOP,7,REGULAR SEASON,E2010,BAS,SOP,0,0,0,0,0,0,21,12,10,25,5,5,6,8,2,3,3,1,11,3,6,5,55,20,35,46,13,18,32-34,22,45-34,9,22,45-34,25,45-43,11,10,22,38,45-34,65-75
E2010_076,OLY-BAM,7,REGULAR SEASON,E2010,OLY,BAM,0,0,0,0,0,0,36,8,10,27,8,3,5,6,3,3,4,2,10,4,12,2,41,45,39,30,10,8,14-18,12,24-18,5,25,58-42,27,58-47,18,5,22,4,52-34,7-12
E2010_077,ROM-CHA,7,REGULAR SEASON,E2010,ROM,CHA,0,0,0,0,0,0,24,11,6,24,8,3,12,9,7,1,3,1,4,2,11,5,66,29,45,38,13,33,73-68,36,86-68,7,7,20-13,9,20-20,18,6,36,17,86-68,33-39
E2010_078,MAL-MAD,7,REGULAR SEASON,E2010,MAL,MAD,0,0,0,0,0,0,22,11,12,24,4,2,7,4,5,0,1,2,6,7,9,6,59,16,36,35,7,36,63-69,38,70-69,8,1,2-0,3,2-8,4,10,40,28,75-71,41-51
E2010_079,BAR-CHO,7,REGULAR SEASON,E2010,BAR,CHO,0,0,0,0,0,0,24,11,14,18,6,9,6,5,3,3,4,3,8,8,3,3,32,44,42,20,9,10,18-20,13,27-20,9,20,44-28,24,44-37,20,6,32,8,65-45,9-15
E2010_080,SIE-LIE,7,REGULAR SEASON,E2010,SIE,LIE,0,0,0,0,0,0,20,12,14,14,8,9,10,11,9,3,6,1,11,7,7,2,62,28,47,25,10,6,14-10,8,24-10,8,39,87-64,40,87-72,23,2,39,1,87-64,0-2
E2010_081,ULK-CIB,7,REGULAR SEASON,E2010,ULK,CIB,0,0,0,0,0,0,32,5,13,24,2,5,7,3,4,3,2,0,10,10,11,3,55,45,55,15,11,38,89-67,40,100-67,5,22,53-31,23,53-36,33,0,40,0,100-67,
E2010_082,PAM-IST,7,REGULAR SEASON,E2010,PAM,IST,0,0,0,0,0,0,29,13,15,30,7,4,9,3,4,5,5,3,6,3,8,4,33,29,32,24,10,1,0-2,6,10-2,6,16,20-20,17,20-26,8,8,6,21,10-2,24-32
E2010_083,LJU-MIL,7,REGULAR SEASON,E2010,LJU,MIL,0,0,0,0,0,0,25,6,12,22,7,3,8,4,6,2,5,0,9,3,8,9,44,38,54,21,14,4,4-5,9,18-5,13,21,46-34,26,46-47,14,9,10,36,21-7,60-69
E2010_084,CSK-PAN,7,REGULAR SEASON,E2010,CSK,PAN,0,0,0,0,0,0,22,5,8,22,7,5,8,6,4,4,3,3,8,3,7,4,51,17,49,23,9,30,51-60,34,60-60,9,14,28-28,18,28-37,1,11,4,22,6-5,35-46
E2010_085,BAS-KHI,8,REGULAR SEASON,E2010,BAS,KHI,0,0,0,0,0,0,19,10,9,18,5,4,6,6,3,2,4,1,6,8,8,4,52,37,39,42,8,6,14-16,8,22-16,7,38,87-72,40,87-79,18,3,29,2,70-52,4-7
E2010_086,SOP-ZAL,8,REGULAR SEASON,E2010,SOP,ZAL,0,0,0,0,0,0,21,13,14,20,9,11,8,7,5,0,2,6,10,4,8,5,45,24,33,39,7,9,13-20,13,20-20,11,4,8-4,7,8-15,4,7,4,7,8-4,8-15
E2010_087,TEL-PAR,8,REGULAR SEASON,E2010,TEL,PAR,0,0,0,0,0,0,25,15,9,25,7,5,11,7,9,2,4,3,10,1,9,3,59,17,38,24,9,1,2-2,3,11-2,8,9,23-9,12,23-17,26,0,24,0,54-28,
E2010_088,MAL-OLY,8,REGULAR SEASON,E2010,MAL,OLY,0,0,0,0,0,0,18,10,7,23,7,5,10,8,5,1,1,2,13,7,8,7,55,21,51,23,10,21,44-41,25,54-41,15,34,69-56,38,69-71,17,2,32,1,67-50,0-2
E2010_089,MAD-ROM,8,REGULAR SEASON,E2010,MAD,ROM,0,0,0,0,0,0,24,13,16,25,6,8,8,14,7,4,2,3,11,5,4,1,35,37,23,27,9,22,34-25,23,43-25,9,28,51-30,30,51-39,23,0,40,0,72-49,
E2010_090,CHA-BAM,8,REGULAR SEASON,E2010,CHA,BAM,0,0,0,0,0,0,28,4,11,30,7,8,11,8,4,5,6,2,11,1,12,0,59,16,36,25,14,22,35-42,27,49-42,11,2,3-3,5,3-14,14,11,40,5,75-61,3-14
E2010_091,ULK-BAR,8,REGULAR SEASON,E2010,ULK,BAR,0,0,0,0,0,0,20,10,12,24,5,3,8,3,2,4,6,0,7,5,12,5,46,23,38,37,9,19,26-40,22,35-40,6,1,2-2,3,2-8,0,14,0,19,,26-40
E2010_092,CIB-SIE,8,REGULAR SEASON,E2010,CIB,SIE,0,0,0,0,0,0,19,10,8,20,13,4,8,7,2,3,3,6,6,0,5,10,59,7,22,60,5,3,3-8,7,8-8,9,15,21-26,18,21-35,0,20,0,38,,59-79
E2010_093,LIE-CHO,8,REGULAR SEASON,E2010,LIE,CHO,0,0,0,0,0,0,20,17,12,14,7,6,11,4,7,1,4,2,9,5,4,7,70,22,52,28,13,3,3-9,6,16-9,7,21,52-41,23,52-48,21,6,35,3,84-63,3-9
E2010_094,CSK-PAM,8,REGULAR SEASON,E2010,CSK,PAM,0,0,0,0,0,0,31,7,6,29,6,2,6,5,4,0,5,1,10,3,6,4,52,21,39,24,8,1,2-3,4,10-3,10,20,34-27,22,34-37,10,3,40,22,73-63,34-37
E2010_095,PAN-LJU,8,REGULAR SEASON,E2010,PAN,LJU,0,0,0,0,0,0,16,6,18,20,9,11,17,6,6,4,8,1,13,2,12,1,62,33,67,21,11,41,79-82,43,90-82,9,28,50-50,32,50-59,9,9,12,32,26-17,50-59
E2010_096,MIL-IST,8,REGULAR SEASON,E2010,MIL,IST,0,0,0,0,0,0,16,8,12,17,6,4,14,5,8,0,1,1,17,0,6,2,58,26,41,29,12,22,37-41,25,49-41,10,8,20-13,12,20-23,14,4,30,22,63-49,37-41
E2010_097,TEL-KHI,9,REGULAR SEASON,E2010,TEL,KHI,0,0,0,0,0,0,27,11,9,27,9,2,7,4,2,1,3,1,11,3,7,4,45,35,61,15,10,5,4-7,6,14-7,17,9,18-12,13,18-29,9,13,37,16,72-63,20-33
E2010_098,PAR-SOP,9,REGULAR SEASON,E2010,PAR,SOP,0,0,0,0,0,0,23,12,20,27,8,2,10,4,5,0,3,1,8,2,9,1,50,11,37,22,5,37,51-52,39,56-52,6,10,15-8,12,15-14,7,3,10,28,15-8,36-39
E2010_099,ZAL-BAS,9,REGULAR SEASON,E2010,ZAL,BAS,0,0,0,0,0,0,21,12,11,25,5,8,14,5,6,2,5,2,2,11,22,5,33,56,90,5,11,37,69-80,39,80-80,8,18,33-44,20,33-52,0,19,0,20,,33-52
E2010_100,CHA-OLY,9,REGULAR SEASON,E2010,CHA,OLY,0,0,0,0,0,0,24,4,8,32,10,5,8,8,1,4,2,7,7,7,12,7,42,25,57,23,11,13,18-29,15,29-29,7,3,5-6,6,5-13,0,24,0,38,,56-80
E2010_101,BAM-MAD,9,REGULAR SEASON,E2010,BAM,MAD,0,0,0,0,0,0,23,17,7,22,5,2,6,2,3,1,1,3,11,8,9,4,55,27,34,41,9,23,41-39,26,50-39,7,17,31-24,19,31-31,15,2,29,1,62-47,0-2
E2010_102,ROM-MAL,9,REGULAR SEASON,E2010,ROM,MAL,0,0,0,0,0,0,22,13,9,21,10,3,10,6,6,4,5,2,9,2,12,6,64,17,51,24,9,36,70-73,39,79-73,9,31,64-60,33,64-69,10,5,3,33,10-0,64-69
E2010_103,LIE-BAR,9,REGULAR SEASON,E2010,LIE,BAR,0,0,0,0,0,0,27,6,9,23,6,5,3,7,2,2,3,4,6,12,10,11,48,40,26,61,10,30,57-55,32,67-55,9,36,75-65,37,75-74,13,2,34,27,73-60,50-52
E2010_104,CHO-CIB,9,REGULAR SEASON,E2010,CHO,CIB,0,0,0,0,0,0,27,12,15,18,9,4,11,1,6,1,3,0,18,3,8,1,57,24,57,8,6,3,7-5,4,13-5,6,8,22-12,12,22-18,16,0,40,0,81-65,
E2010_105,SIE-ULK,9,REGULAR SEASON,E2010,SIE,ULK,0,0,0,0,0,0,25,11,8,19,7,5,7,12,8,4,3,3,11,9,5,4,57,37,36,29,10,9,21-14,12,31-14,6,14,35-18,17,35-24,29,0,39,0,92-63,
E2010_106,MIL-PAM,9,REGULAR SEASON,E2010,MIL,PAM,0,0,0,0,0,0,22,15,10,28,7,2,10,2,5,0,1,0,4,0,11,2,36,24,44,31,6,34,49-63,36,55-63,8,37,60-67,40,60-75,0,15,0,28,,36-51
E2010_107,IST-PAN,9,REGULAR SEASON,E2010,IST,PAN,0,0,0,0,0,0,12,8,12,16,6,6,12,4,6,1,3,3,10,4,14,9,53,26,46,32,10,1,3-0,3,13-0,10,30,59-53,33,59-63,18,4,12,33,27-9,61-65
E2010_108,LJU-CSK,9,REGULAR SEASON,E2010,LJU,CSK,0,0,0,0,0,0,22,6,8,26,9,4,8,10,11,1,4,3,17,1,5,9,68,13,44,28,10,15,26-26,17,36-26,6,13,24-18,14,24-24,15,0,20,0,45-30,
E2010_109,KHI-ZAL,10,REGULAR SEASON,E2010,KHI,ZAL,0,0,0,0,0,0,36,12,11,32,11,5,6,9,4,3,5,5,10,3,7,8,62,31,37,52,8,41,84-86,45,92-86,7,9,19-16,10,19-23,6,9,4,15,6-0,31-40
E2010_110,BAS-PAR,10,REGULAR SEASON,E2010,BAS,PAR,0,0,0,0,0,0,26,8,13,19,9,5,9,2,4,2,6,1,10,7,9,2,51,36,48,23,12,18,33-30,22,45-30,6,1,3-0,2,3-6,26,3,37,2,83-57,3-6
E2010_111,SOP-TEL,10,REGULAR SEASON,E2010,SOP,TEL,0,0,0,0,0,0,24,11,16,23,5,14,8,2,2,7,12,2,7,9,16,3,21,51,58,25,8,21,29-54,23,37-54,9,15,18-33,16,18-42,0,26,0,19,,25-51
E2010_112,OLY-ROM,10,REGULAR SEASON,E2010,OLY,ROM,0,0,0,0,0,0,29,4,12,17,8,9,9,2,8,3,9,3,10,8,8,0,45,44,56,26,7,1,0-2,2,7-2,7,6,20-10,8,20-17,12,2,31,1,67-55,0-2
E2010_113,MAL-BAM,10,REGULAR SEASON,E2010,MAL,BAM,0,0,0,0,0,0,16,8,13,18,7,10,7,13,3,1,2,3,4,9,6,7,27,43,38,34,13,6,11-13,10,24-13,9,35,58-52,36,58-61,13,4,12,1,29-16,0-4
E2010_114,MAD-CHA,10,REGULAR SEASON,E2010,MAD,CHA,0,0,0,0,0,0,38,8,12,14,6,8,10,5,6,3,3,5,9,5,4,1,46,48,24,21,12,33,74-43,37,86-43,5,16,37-19,17,37-24,49,2,40,1,94-45,2-4
E2010_115,BAR-SIE,10,REGULAR SEASON,E2010,BAR,SIE,0,0,0,0,0,0,22,12,9,17,14,7,9,6,6,1,4,10,4,6,4,8,43,30,41,31,10,20,31-37,23,41-37,6,4,6-4,6,6-10,4,8,23,15,41-37,19-27
E2010_116,ULK-CHO,10,REGULAR SEASON,E2010,ULK,CHO,0,0,0,0,0,0,20,18,11,15,3,8,12,9,7,9,2,2,8,20,6,5,46,47,44,17,9,37,78-53,37,87-53,9,1,0-0,3,0-9,35,10,39,5,91-56,2-12
E2010_117,CIB-LIE,10,REGULAR SEASON,E2010,CIB,LIE,0,0,0,0,0,0,12,14,8,27,7,2,8,10,9,3,2,3,13,1,8,2,75,2,48,46,6,17,29-36,17,35-36,10,32,66-70,35,66-80,5,19,3,40,9-4,75-94
E2010_118,PAM-LJU,10,REGULAR SEASON,E2010,PAM,LJU,0,0,0,0,0,0,22,10,13,22,7,4,7,4,3,5,5,1,10,3,14,5,47,31,63,14,10,35,63-70,39,73-70,11,15,33-24,19,33-35,12,8,10,35,29-17,60-68
E2010_119,CSK-IST,10,REGULAR SEASON,E2010,CSK,IST,0,0,0,0,0,0,25,14,6,24,5,6,4,8,2,2,2,4,14,3,6,3,49,29,34,35,7,4,9-6,6,16-6,5,6,16-6,7,16-11,15,0,19,0,37-22,
E2010_120,PAN-MIL,10,REGULAR SEASON,E2010,PAN,MIL,0,0,0,0,0,0,29,8,16,15,8,7,9,6,6,3,1,4,10,7,11,1,53,40,35,27,8,32,73-56,35,81-56,7,31,73-49,32,73-56,33,1,40,1,93-60,1-2
E2010_121,MAL-BAS,11,TOP 16,E2010,MAL,BAS,0,0,0,0,0,0,24,15,12,26,6,5,6,7,3,1,2,4,9,2,8,7,55,16,57,19,9,2,2-9,4,11-9,9,8,19-17,12,19-26,7,9,26,16,51-44,24-33
E2010_122,LIE-PAN,11,TOP 16,E2010,LIE,PAN,0,0,0,0,0,0,22,6,13,24,9,9,3,4,4,0,6,2,9,3,12,8,33,26,64,16,6,4,0-6,6,6-6,12,27,41-43,31,41-55,7,24,13,40,27-20,55-79
E2010_123,BAR-TEL,11,TOP 16,E2010,BAR,TEL,0,0,0,0,0,0,22,9,10,23,7,3,9,5,5,4,4,3,16,3,12,1,55,26,44,27,10,5,7-7,7,17-7,8,12,27-22,15,27-30,13,3,25,15,54-41,27-30
E2010_124,ROM-LJU,11,TOP 16,E2010,ROM,LJU,0,0,0,0,0,0,26,10,8,24,16,6,14,3,7,2,4,3,9,3,7,1,48,15,54,10,7,7,10-13,9,17-13,7,14,27-22,15,27-29,8,8,26,3,43-35,0-8
E2010_125,MAD-PAR,11,TOP 16,E2010,MAD,PAR,0,0,0,0,0,0,26,9,6,24,4,6,7,10,4,5,2,2,10,5,3,9,41,37,26,32,8,11,17-20,14,25-20,6,8,13-9,9,13-15,22,3,34,11,64-42,17-20
E2010_126,IST-SIE,11,TOP 16,E2010,IST,SIE,0,0,0,0,0,0,24,8,9,23,5,10,4,11,4,5,5,3,15,4,10,4,48,12,35,23,8,20,27-27,22,35-27,8,32,52-43,35,52-51,10,2,30,17,47-37,23-25
E2010_127,OLY-ULK,11,TOP 16,E2010,OLY,ULK,0,0,0,0,0,0,24,7,8,26,11,5,6,13,2,6,6,3,7,4,10,2,42,28,43,41,8,5,5-12,8,13-12,12,34,65-64,39,65-76,6,14,11,40,22-16,70-84
E2010_128,PAM-ZAL,11,TOP 16,E2010,PAM,ZAL,0,0,0,0,0,0,20,8,11,25,4,4,8,9,9,2,4,0,12,0,6,6,55,18,27,32,11,31,57-52,37,68-52,5,2,4-2,5,4-7,16,4,37,7,68-52,9-13
E2010_129,PAN-MAL,12,TOP 16,E2010,PAN,MAL,0,0,0,0,0,0,32,8,11,20,6,7,8,6,5,3,6,3,8,5,7,6,43,39,40,16,12,8,16-13,11,28-13,5,21,48-25,22,48-30,30,0,38,0,82-52,
E2010_130,BAS-LIE,12,TOP 16,E2010,BAS,LIE,0,0,0,0,0,0,26,8,16,17,12,6,9,3,4,0,5,4,18,1,8,4,61,25,58,31,7,18,38-37,23,45-37,10,8,17-16,10,17-26,10,9,27,10,54-44,17-26
E2010_131,LJU-BAR,12,TOP 16,E2010,LJU,BAR,0,0,0,0,0,0,24,10,5,29,8,2,7,5,3,2,5,2,8,4,8,1,41,26,55,13,12,23,31-45,26,43-45,15,2,4-2,7,4-17,4,14,32,22,59-55,29-43
E2010_132,TEL-ROM,12,TOP 16,E2010,TEL,ROM,0,0,0,0,0,0,34,12,16,16,6,6,10,5,8,3,3,0,19,4,6,2,70,29,38,20,13,31,75-46,35,88-46,6,1,7-0,3,7-6,45,0,37,0,94-49,
E2010_133,SIE-MAD,12,TOP 16,E2010,SIE,MAD,0,0,0,0,0,0,16,12,8,29,3,2,12,6,7,2,1,1,8,2,10,6,45,23,42,36,9,4,3-6,5,12-6,15,33,64-57,38,64-72,18,12,18,40,35-17,66-78
E2010_134,PAR-IST,12,TOP 16,E2010,PAR,IST,0,0,0,0,0,0,18,11,13,22,10,6,13,3,3,1,6,3,5,9,9,5,42,34,47,32,6,9,15-19,10,21-19,7,14,28-26,15,28-33,2,11,6,32,12-10,54-65
E2010_135,ZAL-OLY,12,TOP 16,E2010,ZAL,OLY,0,0,0,0,0,0,30,9,9,20,13,8,2,3,0,0,8,1,10,2,6,8,51,13,38,33,7,25,29-52,27,36-52,16,7,16-11,12,16-27,5,24,7,24,16-11,26-50
E2010_136,ULK-PAM,12,TOP 16,E2010,ULK,PAM,0,0,0,0,0,0,20,18,8,18,8,9,8,4,6,3,6,2,11,6,11,3,43,32,48,25,7,13,24-24,14,31-24,8,24,47-39,27,47-47,10,0,21,0,43-33,
E2010_137,BAS-PAN,13,TOP 16,E2010,BAS,PAN,0,0,0,0,0,0,17,10,8,19,6,5,12,5,3,2,5,0,9,6,13,1,47,30,50,20,7,16,27-26,18,34-26,9,32,62-49,35,62-58,13,3,32,6,62-49,4-7
E2010_138,MAL-LIE,13,TOP 16,E2010,MAL,LIE,0,0,0,0,0,0,25,13,15,19,3,4,6,3,3,1,0,1,17,8,12,6,43,55,63,28,7,15,29-34,16,36-34,8,3,2-3,5,2-11,7,11,40,7,98-91,5-16
E2010_139,TEL-LJU,13,TOP 16,E2010,TEL,LJU,0,0,0,0,0,0,29,11,9,13,10,4,12,5,7,4,7,1,17,5,13,2,67,37,48,19,16,8,21-10,13,37-10,10,13,37-10,16,37-20,38,0,38,0,99-61,
E2010_140,BAR-ROM,13,TOP 16,E2010,BAR,ROM,0,0,0,0,0,0,29,9,5,21,6,6,11,3,6,1,5,3,13,8,6,4,44,36,24,32,9,17,36-34,20,45-34,7,13,30-23,15,30-30,26,2,40,2,80-54,2-4
E2010_141,PAR-SIE,13,TOP 16,E2010,PAR,SIE,0,0,0,0,0,0,25,10,7,25,16,6,10,4,6,2,12,2,4,6,11,2,38,20,36,30,7,18,15-27,19,22-27,10,10,15-17,18,15-27,0,16,0,34,,45-61
E2010_142,MAD-IST,13,TOP 16,E2010,MAD,IST,0,0,0,0,0,0,20,15,16,25,2,4,6,7,2,3,1,3,2,12,8,11,30,59,56,30,8,7,5-16,8,13-16,14,1,2-0,6,2-14,5,12,43,6,86-81,2-14
E2010_143,ULK-ZAL,13,TOP 16,E2010,ULK,ZAL,0,0,0,0,0,0,29,4,11,28,7,7,7,6,2,4,4,0,9,8,9,1,47,33,42,30,11,6,7-17,9,18-17,8,22,48-43,27,48-51,10,10,39,5,79-69,5-15
E2010_144,OLY-PAM,13,TOP 16,E2010,OLY,PAM,0,0,0,0,0,0,21,11,7,24,6,4,14,7,3,8,2,3,9,12,6,1,45,32,45,17,10,6,8-10,9,18-10,8,20,38-24,22,38-32,18,4,39,4,75-57,4-8
E2010_145,PAN-BAS,14,TOP 16,E2010,PAN,BAS,0,0,0,0,0,0,22,6,7,27,7,1,11,4,7,1,2,1,14,5,10,2,57,19,44,30,11,1,3-3,5,14-3,10,29,59-48,33,59-58,11,3,5,18,14-3,36-39
E2010_146,LIE-MAL,14,TOP 16,E2010,LIE,MAL,0,0,0,0,0,0,31,10,8,29,5,5,8,4,3,3,3,3,8,7,5,8,39,31,37,28,8,34,60-56,36,68-56,9,36,68-56,40,68-65,12,5,25,3,51-39,2-7
E2010_147,LJU-TEL,14,TOP 16,E2010,LJU,TEL,0,0,0,0,0,0,24,6,9,27,8,11,9,1,3,0,11,1,8,2,21,0,36,26,61,22,10,10,19-22,13,29-22,15,32,51-58,36,51-73,9,29,16,38,33-24,53-82
E2010_148,ROM-BAR,14,TOP 16,E2010,ROM,BAR,0,0,0,0,0,0,19,9,10,27,9,6,8,9,7,7,2,5,9,5,7,4,43,22,54,20,8,23,35-30,25,43-30,8,38,58-60,39,58-68,13,10,25,39,43-30,58-68
E2010_149,SIE-PAR,14,TOP 16,E2010,SIE,PAR,0,0,0,0,0,0,20,10,4,29,9,7,13,12,6,3,3,3,8,2,6,7,54,23,45,29,9,15,20-29,17,29-29,11,20,38-34,25,38-45,6,10,40,11,77-71,12-22
E2010_150,IST-MAD,14,TOP 16,E2010,IST,MAD,0,0,0,0,0,0,19,14,9,26,6,9,9,3,5,2,4,3,2,4,10,4,30,30,52,25,6,7,4-11,9,10-11,9,1,2-0,5,2-9,2,22,1,28,2-0,32-54
E2010_151,ZAL-ULK,14,TOP 16,E2010,ZAL,ULK,0,0,0,0,0,0,31,7,12,26,8,12,8,8,1,6,5,5,7,8,6,8,32,53,40,44,8,15,20-24,19,28-24,8,12,18-14,14,18-22,4,6,10,38,15-11,60-66
E2010_152,PAM-OLY,14,TOP 16,E2010,PAM,OLY,0,0,0,0,0,0,20,19,10,28,7,3,6,4,6,0,2,5,11,2,3,9,63,16,41,44,8,12,17-26,16,25-26,6,10,17-20,12,17-26,6,9,28,12,54-48,17-26
E2010_153,BAS-MAL,15,TOP 16,E2010,BAS,MAL,0,0,0,0,0,0,32,4,7,26,6,5,9,4,7,2,3,3,11,2,7,2,59,19,35,28,9,4,6-8,8,15-8,11,20,40-29,23,40-40,17,2,34,2,68-51,0-2
E2010_154,PAN-LIE,15,TOP 16,E2010,PAN,LIE,0,0,0,0,0,0,20,16,8,25,6,2,4,8,3,2,2,0,9,5,8,9,37,30,46,22,7,19,35-34,21,42-34,7,4,11-9,5,11-16,8,6,21,6,42-34,12-18
E2010_155,TEL-BAR,15,TOP 16,E2010,TEL,BAR,0,0,0,0,0,0,25,9,15,25,10,2,6,5,3,3,2,1,8,3,8,7,72,13,49,43,9,3,7-6,5,16-6,6,5,16-6,7,16-12,12,9,12,44,28-16,81-90
E2010_156,LJU-ROM,15,TOP 16,E2010,LJU,ROM,0,0,0,0,0,0,17,7,7,17,10,10,9,4,4,1,7,3,8,8,9,6,61,15,62,25,12,10,12-20,13,24-20,9,24,45-43,25,45-52,8,19,14,35,31-23,61-80
E2010_157,PAR-MAD,15,TOP 16,E2010,PAR,MAD,0,0,0,0,0,0,20,7,19,26,13,2,12,4,7,0,1,3,6,1,9,6,50,6,38,23,14,22,20-34,25,34-34,14,12,14-17,17,14-31,3,17,5,17,10-7,14-31
E2010_158,SIE-IST,15,TOP 16,E2010,SIE,IST,0,0,0,0,0,0,20,11,13,18,8,4,7,13,3,1,3,5,14,8,8,6,53,35,56,20,8,28,62-54,30,70-54,6,5,11-10,7,11-16,16,5,30,7,70-54,11-16
